FILENAME;category;resolution;# subjects;MOS full;MOS chunk00;MOS chunk05;MOS chunk10;std full;std chunk00;std chunk05;std chunk10
Sports_480P-3ca4;Sports;480;139;2.389;2.041;2.097;2.122;0.736;0.718;0.468;0.505
Sports_480P-3dfd;Sports;480;126;3.498;3.34;3.233;3.141;0.54;0.531;0.56;0.598
Sports_480P-3f50;Sports;480;127;4.234;4.28;4.22;3.878;0.397;0.443;0.391;0.515
Sports_480P-41a5;Sports;480;141;1.97;1.845;1.585;1.528;0.635;0.614;0.599;0.544
Sports_480P-44e5;Sports;480;129;3.17;2.991;3.332;3.276;0.693;0.648;0.534;0.508
Sports_480P-4cf8;Sports;480;119;2.023;1.652;1.696;1.956;0.866;0.517;0.512;0.494
Sports_480P-5224;Sports;480;115;2.866;2.915;2.688;2.516;0.645;0.519;0.543;0.571
Sports_480P-5871;Sports;480;126;2.698;2.438;2.608;2.604;0.571;0.486;0.638;0.7
Sports_480P-5f38;Sports;480;135;3.771;3.625;3.661;3.531;0.495;0.439;0.498;0.562
Sports_480P-6508;Sports;480;120;3.448;2.996;3.12;3.01;0.515;0.563;0.519;0.658
Sports_480P-6e41;Sports;480;115;3.306;3.099;3.358;3.176;0.625;0.669;0.594;0.61
Sports_480P-77e3;Sports;480;118;3.053;3.074;3.147;3.066;0.612;0.619;0.63;0.612
Sports_480P-7f7e;Sports;480;146;1.953;1.808;1.641;1.848;0.655;0.55;0.509;0.593
Sports_720P-00a1;Sports;720;112;4.061;4.376;4.427;4.367;0.447;0.437;0.452;0.443
Sports_720P-0104;Sports;720;141;4.223;4.272;4.327;4.365;0.603;0.556;0.47;0.451
Sports_720P-058f;Sports;720;137;4.28;4.224;4.309;4.287;0.52;0.619;0.543;0.52
Sports_720P-07d0;Sports;720;129;3.863;3.792;3.63;3.587;0.471;0.515;0.46;0.517
Sports_720P-0b9e;Sports;720;130;3.942;3.763;3.837;3.939;0.482;0.544;0.46;0.547
Sports_720P-17fb;Sports;720;128;3.591;3.269;3.338;3.293;0.525;0.688;0.646;0.641
Sports_720P-2191;Sports;720;128;3.789;4.012;3.916;3.926;0.551;0.468;0.48;0.576
Sports_720P-2234;Sports;720;142;4.16;4.197;4.3;4.203;0.561;0.466;0.505;0.5
Sports_720P-2632;Sports;720;112;3.884;3.687;3.662;3.785;0.491;0.525;0.52;0.482
Sports_720P-2c06;Sports;720;117;3.978;3.58;3.761;3.806;0.421;0.451;0.501;0.407
Sports_720P-2c80;Sports;720;115;3.136;3.235;3.106;3.182;0.654;0.515;0.627;0.615
Sports_720P-3072;Sports;720;131;3.18;3.146;2.996;2.821;0.679;0.646;0.669;0.736
Sports_720P-3338;Sports;720;115;4.483;4.405;4.362;4.405;0.426;0.456;0.456;0.407
Sports_720P-33c6;Sports;720;124;2.985;2.975;2.844;2.856;0.624;0.608;0.545;0.573
Sports_720P-38a1;Sports;720;129;3.165;2.744;2.777;3.333;0.695;0.614;0.629;0.516
Sports_720P-3eb4;Sports;720;115;3.802;3.866;3.816;3.917;0.471;0.496;0.503;0.489
Sports_720P-3ffe;Sports;720;127;3.011;2.879;3.09;2.827;0.663;0.606;0.626;0.655
Sports_720P-4b69;Sports;720;113;3.903;3.647;3.554;3.59;0.498;0.571;0.579;0.496
Sports_720P-4c6f;Sports;720;112;4.105;3.746;3.83;3.893;0.389;0.461;0.456;0.52
Sports_720P-50cf;Sports;720;132;3.372;3.222;3.131;3.243;0.546;0.487;0.593;0.554
Sports_720P-531c;Sports;720;112;4.555;4.527;4.555;4.477;0.388;0.409;0.392;0.473
Sports_720P-5833;Sports;720;119;3.205;3.038;3.019;3.561;0.683;0.673;0.737;0.593
Sports_720P-5ae1;Sports;720;141;4.333;4.287;4.244;4.381;0.52;0.601;0.619;0.502
Sports_720P-5bfd;Sports;720;127;4.677;4.705;4.681;4.588;0.413;0.363;0.371;0.377
Sports_720P-5e39;Sports;720;121;3.685;3.659;3.652;3.398;0.469;0.435;0.424;0.429
Sports_720P-5ea4;Sports;720;144;4.238;4.267;4.271;4.19;0.544;0.532;0.5;0.447
Sports_720P-62ba;Sports;720;124;2.965;2.76;2.875;2.946;0.587;0.588;0.653;0.476
Sports_720P-6365;Sports;720;120;4.047;4.117;3.797;3.94;0.448;0.616;0.577;0.5
Sports_720P-675b;Sports;720;133;3.201;3.226;3.247;3.377;0.677;0.548;0.574;0.595
Sports_720P-69a0;Sports;720;117;3.878;4.057;3.873;3.782;0.504;0.646;0.6;0.567
Sports_720P-6bb7;Sports;720;123;3.882;3.876;3.863;3.622;0.493;0.483;0.499;0.446
Sports_720P-6d04;Sports;720;122;3.783;3.644;3.636;3.559;0.458;0.526;0.549;0.617
Sports_720P-7ba7;Sports;720;122;3.566;3.451;3.426;3.516;0.554;0.49;0.575;0.533
TelevisionClip_1080P-0432;TelevisionClip;1080;107;3.606;3.509;3.433;3.49;0.534;0.612;0.499;0.59
TelevisionClip_1080P-0604;TelevisionClip;1080;114;3.765;4.008;3.637;3.721;0.518;0.616;0.498;0.493
TelevisionClip_1080P-3758;TelevisionClip;1080;128;4.313;4.261;4.214;4.37;0.499;0.534;0.625;0.429
TelevisionClip_1080P-39e3;TelevisionClip;1080;137;4.607;4.599;4.527;4.619;0.413;0.372;0.448;0.371
TelevisionClip_1080P-3b9b;TelevisionClip;1080;135;4.251;4.422;4.439;4.106;0.596;0.47;0.441;0.555
TelevisionClip_1080P-3d10;TelevisionClip;1080;145;4.052;4.017;4.161;4.326;0.616;0.646;0.561;0.543
TelevisionClip_1080P-3d83;TelevisionClip;1080;124;3.382;3.098;3.068;3.107;0.521;0.624;0.603;0.631
TelevisionClip_1080P-3e42;TelevisionClip;1080;137;1.989;1.548;1.638;1.729;0.861;0.474;0.591;0.599
TelevisionClip_1080P-401e;TelevisionClip;1080;123;4.227;4.299;4.331;4.299;0.359;0.474;0.504;0.477
TelevisionClip_1080P-474b;TelevisionClip;1080;115;3.581;2.929;3.028;3.654;0.498;0.665;0.64;0.545
TelevisionClip_1080P-4ad8;TelevisionClip;1080;122;3.705;3.77;3.585;3.467;0.453;0.431;0.528;0.497
TelevisionClip_1080P-4c24;TelevisionClip;1080;132;4.334;4.369;4.287;4.328;0.526;0.444;0.458;0.439
TelevisionClip_1080P-4c94;TelevisionClip;1080;106;3.08;2.891;2.733;2.93;0.647;0.633;0.679;0.629
TelevisionClip_1080P-4ffb;TelevisionClip;1080;123;2.898;2.628;2.846;2.902;0.718;0.677;0.65;0.685
TelevisionClip_1080P-525d;TelevisionClip;1080;143;4.273;4.478;4.47;4.244;0.556;0.498;0.427;0.544
TelevisionClip_1080P-5278;TelevisionClip;1080;125;4.099;4.065;4.038;3.878;0.617;0.656;0.654;0.465
TelevisionClip_1080P-58c5;TelevisionClip;1080;133;3.766;3.729;4.117;4.228;0.505;0.514;0.621;0.566
TelevisionClip_1080P-5e68;TelevisionClip;1080;134;4.604;4.592;4.619;4.633;0.409;0.382;0.395;0.389
TelevisionClip_1080P-5f62;TelevisionClip;1080;115;3.925;4.016;3.969;3.916;0.428;0.454;0.345;0.497
TelevisionClip_1080P-6026;TelevisionClip;1080;134;4.415;4.414;4.475;4.435;0.46;0.464;0.394;0.433
TelevisionClip_1080P-6282;TelevisionClip;1080;115;4.199;4.403;4.199;4.212;0.389;0.438;0.583;0.48
TelevisionClip_1080P-63e6;TelevisionClip;1080;128;4.228;4.019;4.05;4.301;0.478;0.54;0.495;0.463
TelevisionClip_1080P-64e2;TelevisionClip;1080;106;3.791;3.47;3.455;3.671;0.534;0.672;0.663;0.579
TelevisionClip_1080P-68c6;TelevisionClip;1080;132;4.561;4.661;4.658;4.613;0.436;0.374;0.387;0.387
TelevisionClip_1080P-7eff;TelevisionClip;1080;115;4.144;4.106;4.426;4.279;0.347;0.472;0.443;0.522
TelevisionClip_360P-0951;TelevisionClip;360;114;2.511;2.451;2.954;2.705;0.554;0.509;0.58;0.665
TelevisionClip_360P-11d5;TelevisionClip;360;120;2.843;2.749;2.449;2.656;0.61;0.695;0.517;0.507
TelevisionClip_360P-29f1;TelevisionClip;360;114;2.581;2.046;2.484;2.927;0.574;0.726;0.584;0.621
TelevisionClip_360P-3b9a;TelevisionClip;360;134;2.883;2.688;2.831;2.862;0.621;0.51;0.539;0.571
TelevisionClip_360P-74dd;TelevisionClip;360;106;3.58;3.424;3.62;3.733;0.474;0.556;0.421;0.476
TelevisionClip_360P-7b23;TelevisionClip;360;125;2.997;2.765;2.656;3.183;0.601;0.507;0.55;0.54
TelevisionClip_480P-09d8;TelevisionClip;480;136;2.908;2.641;2.55;2.433;0.633;0.433;0.495;0.554
TelevisionClip_480P-0d89;TelevisionClip;480;118;3.231;3.104;2.924;3.036;0.518;0.429;0.582;0.409
TelevisionClip_480P-0e46;TelevisionClip;480;109;2.881;2.874;2.652;2.409;0.631;0.612;0.539;0.533
TelevisionClip_480P-19d3;TelevisionClip;480;111;3.442;3.418;3.353;3.461;0.522;0.508;0.475;0.506
TelevisionClip_480P-1b49;TelevisionClip;480;117;3.183;2.922;2.855;2.913;0.512;0.623;0.523;0.605
TelevisionClip_480P-27ca;TelevisionClip;480;115;3.475;3.56;3.507;3.442;0.458;0.5;0.488;0.466
TelevisionClip_480P-280f;TelevisionClip;480;125;3.489;3.374;3.376;3.357;0.541;0.49;0.47;0.543
TelevisionClip_480P-2ead;TelevisionClip;480;118;2.371;2.298;2.206;1.891;0.69;0.565;0.476;0.598
TelevisionClip_480P-30b6;TelevisionClip;480;107;2.609;2.626;2.645;2.661;0.535;0.537;0.569;0.582
TelevisionClip_480P-3284;TelevisionClip;480;108;3.169;2.961;2.874;2.915;0.537;0.599;0.601;0.578
TelevisionClip_480P-3617;TelevisionClip;480;122;2.312;1.457;2.376;2.757;0.653;0.503;0.524;0.627
TelevisionClip_480P-373d;TelevisionClip;480;147;3.044;2.969;2.573;2.476;0.633;0.605;0.47;0.533
TelevisionClip_480P-3c64;TelevisionClip;480;106;3.456;3.271;3.279;3.221;0.485;0.431;0.451;0.483
TelevisionClip_480P-415c;TelevisionClip;480;122;3.544;3.261;3.27;2.994;0.451;0.419;0.408;0.434
TelevisionClip_480P-436c;TelevisionClip;480;117;2.823;2.823;2.657;2.817;0.661;0.605;0.506;0.586
TelevisionClip_480P-4c6b;TelevisionClip;480;126;3.85;3.703;3.704;3.76;0.469;0.459;0.383;0.443
TelevisionClip_480P-59f0;TelevisionClip;480;123;2.896;2.706;2.686;2.747;0.644;0.479;0.508;0.541
TelevisionClip_480P-723e;TelevisionClip;480;118;2.882;2.765;2.52;2.524;0.62;0.715;0.516;0.537
TelevisionClip_720P-1862;TelevisionClip;720;127;3.238;3.091;3.038;3.013;0.636;0.71;0.639;0.626
TelevisionClip_720P-19de;TelevisionClip;720;148;4.346;4.398;4.413;4.141;0.473;0.456;0.441;0.634
TelevisionClip_720P-1b61;TelevisionClip;720;131;4.299;4.386;4.418;4.395;0.492;0.489;0.442;0.436
TelevisionClip_720P-2b20;TelevisionClip;720;156;4.437;4.512;4.643;4.412;0.481;0.459;0.418;0.592
TelevisionClip_720P-31ce;TelevisionClip;720;131;4.324;4.186;4.41;4.258;0.449;0.313;0.428;0.437
TelevisionClip_720P-3f4c;TelevisionClip;720;115;2.515;1.902;1.903;NaN;0.83;0.684;0.698;NaN
TelevisionClip_720P-44d1;TelevisionClip;720;112;3.839;3.746;3.819;3.687;0.498;0.472;0.567;0.488
TelevisionClip_720P-4af1;TelevisionClip;720;118;3.213;3.034;2.968;3.275;0.673;0.63;0.581;0.528
TelevisionClip_720P-4edb;TelevisionClip;720;110;4.015;3.807;3.76;3.746;0.504;0.475;0.485;0.448
TelevisionClip_720P-522a;TelevisionClip;720;123;4.233;4.158;4.133;4.222;0.458;0.586;0.431;0.614
TelevisionClip_720P-5e93;TelevisionClip;720;136;4.292;4.328;3.935;4.161;0.465;0.476;0.54;0.388
TelevisionClip_720P-7c06;TelevisionClip;720;150;4.396;4.417;4.426;4.419;0.432;0.485;0.423;0.454
VerticalVideo_1080P-04d4;VerticalVideo;1080;106;4.15;4.293;4.12;4.317;0.429;0.51;0.519;0.51
VerticalVideo_1080P-1105;VerticalVideo;1080;127;3.828;3.866;3.911;3.945;0.501;0.488;0.546;0.49
VerticalVideo_1080P-1ac1;VerticalVideo;1080;122;3.979;3.768;3.645;3.811;0.677;0.538;0.611;0.668
VerticalVideo_1080P-1c86;VerticalVideo;1080;136;1.848;1.487;1.322;1.549;1.027;0.719;0.583;0.814
VerticalVideo_1080P-2053;VerticalVideo;1080;105;4.328;4.157;4.488;4.448;0.479;0.57;0.45;0.459
VerticalVideo_1080P-2195;VerticalVideo;1080;119;2.891;2.679;2.786;2.758;0.647;0.556;0.754;0.737
VerticalVideo_1080P-2f00;VerticalVideo;1080;135;4.36;4.386;4.386;4.423;0.478;0.482;0.425;0.484
VerticalVideo_1080P-30b0;VerticalVideo;1080;119;3.339;3.084;3.303;3.199;0.702;0.594;0.599;0.584
VerticalVideo_1080P-34ba;VerticalVideo;1080;134;3.382;3.337;3.035;NaN;0.703;0.701;0.802;NaN
VerticalVideo_1080P-360f;VerticalVideo;1080;159;4.189;4.244;4.115;4.111;0.564;0.626;0.62;0.516
VerticalVideo_1080P-3709;VerticalVideo;1080;123;4.367;4.368;4.427;4.395;0.466;0.478;0.489;0.445
VerticalVideo_1080P-3a9b;VerticalVideo;1080;127;4.432;4.448;4.567;4.498;0.466;0.509;0.425;0.407
VerticalVideo_1080P-3d96;VerticalVideo;1080;143;4.452;4.383;4.402;NaN;0.456;0.553;0.547;NaN
VerticalVideo_1080P-4591;VerticalVideo;1080;114;3.439;3.449;3.618;3.387;0.509;0.567;0.536;0.524
VerticalVideo_1080P-4925;VerticalVideo;1080;129;4.496;4.397;4.516;4.513;0.453;0.584;0.458;0.435
VerticalVideo_1080P-4b92;VerticalVideo;1080;123;4.119;4.251;4.301;4.261;0.393;0.479;0.475;0.556
VerticalVideo_1080P-4da5;VerticalVideo;1080;134;4.257;4.19;4.427;4.257;0.603;0.605;0.493;0.528
VerticalVideo_1080P-6e19;VerticalVideo;1080;113;2.84;2.494;2.436;2.249;0.846;0.784;0.868;0.615
VerticalVideo_1080P-73b6;VerticalVideo;1080;111;4.034;3.984;4.214;4.016;0.529;0.539;0.641;0.55
VerticalVideo_1080P-766b;VerticalVideo;1080;106;3.305;3.347;3.183;3.232;0.449;0.454;0.52;0.487
VerticalVideo_1080P-7c5c;VerticalVideo;1080;121;3.78;3.788;3.849;4.038;0.512;0.565;0.568;0.658
VerticalVideo_1080P-7cf3;VerticalVideo;1080;117;3.955;4;3.899;4.053;0.424;0.453;0.468;0.396
VerticalVideo_2160P-6d62;VerticalVideo;2160;111;4.199;4.034;4.086;4.172;0.633;0.777;0.705;0.692
VerticalVideo_360P-0d29;VerticalVideo;360;116;2.809;2.499;2.438;2.444;0.701;0.583;0.577;0.7
VerticalVideo_360P-1424;VerticalVideo;360;126;3.732;3.726;3.731;3.85;0.491;0.482;0.536;0.506
VerticalVideo_360P-145e;VerticalVideo;360;127;2.606;2.067;2.445;1.972;0.763;0.776;0.813;0.679
VerticalVideo_360P-2bb0;VerticalVideo;360;121;3.073;3.057;3.302;3.311;0.647;0.642;0.51;0.482
VerticalVideo_360P-2f15;VerticalVideo;360;113;3.442;3.781;3.649;3.533;0.494;0.435;0.537;0.568
VerticalVideo_360P-2fa3;VerticalVideo;360;136;4.331;4.419;4.407;4.372;0.491;0.458;0.477;0.461
VerticalVideo_360P-3936;VerticalVideo;360;121;3.794;3.92;3.831;3.728;0.449;0.438;0.424;0.408
VerticalVideo_360P-3b4e;VerticalVideo;360;119;3.576;3.365;3.524;3.412;0.554;0.69;0.571;0.577
VerticalVideo_360P-42f1;VerticalVideo;360;114;3.603;3.673;3.48;3.376;0.492;0.519;0.525;0.525
VerticalVideo_360P-49de;VerticalVideo;360;130;3.223;3.131;2.966;2.85;0.702;0.688;0.696;0.703
VerticalVideo_360P-52c1;VerticalVideo;360;114;2.352;1.873;1.822;2.169;0.657;0.608;0.569;0.44
VerticalVideo_360P-5429;VerticalVideo;360;105;3.616;3.41;3.458;3.376;0.526;0.48;0.519;0.599
VerticalVideo_360P-54f7;VerticalVideo;360;123;4.146;4.116;4.07;3.986;0.399;0.577;0.6;0.543
VerticalVideo_360P-579c;VerticalVideo;360;119;3.058;2.962;3.07;2.752;0.803;0.695;0.788;0.808
VerticalVideo_360P-634f;VerticalVideo;360;124;4.523;4.433;4.507;4.366;0.42;0.442;0.406;0.46
VerticalVideo_360P-6490;VerticalVideo;360;107;2.973;2.795;2.868;2.709;0.73;0.766;0.722;0.783
VerticalVideo_360P-694d;VerticalVideo;360;118;3.454;3.347;3.337;3.43;0.454;0.483;0.496;0.483
VerticalVideo_360P-6ff2;VerticalVideo;360;125;3.543;3.102;3.178;3.144;0.516;0.653;0.557;0.534
VerticalVideo_360P-70a9;VerticalVideo;360;132;2.814;2.83;2.774;2.679;0.714;0.631;0.736;0.773
VerticalVideo_360P-7ba8;VerticalVideo;360;121;3.563;3.239;3.181;3.59;0.535;0.7;0.71;0.576
VerticalVideo_360P-7ec3;VerticalVideo;360;129;3.909;3.875;3.886;3.885;0.515;0.545;0.529;0.521
VerticalVideo_480P-0b07;VerticalVideo;480;138;4.306;4.294;4.471;NaN;0.521;0.639;0.472;NaN
VerticalVideo_480P-1bb9;VerticalVideo;480;114;3.825;3.579;3.754;3.845;0.554;0.548;0.501;0.459
VerticalVideo_480P-2aa1;VerticalVideo;480;139;4.402;4.436;4.468;4.399;0.394;0.415;0.399;0.441
VerticalVideo_480P-2fa4;VerticalVideo;480;121;4.133;4.098;4.271;4.309;0.389;0.383;0.545;0.446
VerticalVideo_480P-34b9;VerticalVideo;480;113;3.527;3.446;3.368;3.509;0.456;0.49;0.498;0.507
VerticalVideo_480P-3a6a;VerticalVideo;480;114;4.337;4.383;4.405;4.316;0.348;0.47;0.503;0.483
VerticalVideo_480P-40c5;VerticalVideo;480;134;3.157;3.179;3.338;3.075;0.695;0.666;0.553;0.632
VerticalVideo_480P-419c;VerticalVideo;480;143;3.78;3.571;3.541;3.606;0.447;0.462;0.466;0.493
VerticalVideo_480P-467e;VerticalVideo;480;127;3.383;3.205;3.157;3.216;0.52;0.673;0.705;0.623
VerticalVideo_480P-5168;VerticalVideo;480;130;4.532;4.472;4.498;4.441;0.402;0.471;0.45;0.44
VerticalVideo_480P-51b7;VerticalVideo;480;140;2.299;2.626;1.624;1.279;0.872;0.503;0.567;0.358
VerticalVideo_480P-5351;VerticalVideo;480;120;2.992;2.826;2.843;2.696;0.671;0.531;0.67;0.572
VerticalVideo_480P-550d;VerticalVideo;480;112;3.832;3.647;NaN;NaN;0.544;0.788;NaN;NaN
VerticalVideo_480P-572a;VerticalVideo;480;135;3.499;3.561;3.46;3.563;0.473;0.417;0.447;0.446
VerticalVideo_480P-7278;VerticalVideo;480;133;3.005;2.805;2.907;2.882;0.588;0.619;0.581;0.646
VerticalVideo_480P-729c;VerticalVideo;480;120;3.609;3.593;3.647;3.75;0.576;0.536;0.528;0.547
VerticalVideo_480P-790a;VerticalVideo;480;124;4.248;4.173;4.261;4.363;0.526;0.606;0.622;0.521
VerticalVideo_720P-0750;VerticalVideo;720;124;3.71;3.452;3.579;3.665;0.56;0.796;0.727;0.484
VerticalVideo_720P-0dac;VerticalVideo;720;104;2.934;2.549;2.758;2.563;0.684;0.585;0.546;0.558
VerticalVideo_720P-0f61;VerticalVideo;720;118;4.522;4.544;4.539;4.496;0.465;0.416;0.41;0.436
VerticalVideo_720P-19fa;VerticalVideo;720;132;4.269;4.24;4.278;4.218;0.59;0.581;0.604;0.576
VerticalVideo_720P-1ada;VerticalVideo;720;135;3.532;3.272;3.368;3.519;0.558;0.694;0.631;0.46
VerticalVideo_720P-2efc;VerticalVideo;720;113;3.523;3.313;3.26;3.115;0.548;0.668;0.597;0.66
VerticalVideo_720P-3df7;VerticalVideo;720;115;3.602;3.567;3.753;3.74;0.492;0.556;0.449;0.499
VerticalVideo_720P-42f2;VerticalVideo;720;129;3.199;3.168;2.987;2.74;0.618;0.648;0.589;0.488
VerticalVideo_720P-44de;VerticalVideo;720;131;4.261;4.305;4.364;NaN;0.596;0.527;0.508;NaN
VerticalVideo_720P-456c;VerticalVideo;720;114;3.711;3.992;3.971;3.76;0.507;0.389;0.422;0.442
VerticalVideo_720P-4730;VerticalVideo;720;117;4.107;4.356;4.332;4.061;0.472;0.471;0.428;0.402
VerticalVideo_720P-4ca7;VerticalVideo;720;128;4.442;4.495;4.454;4.458;0.515;0.443;0.482;0.471
VerticalVideo_720P-57eb;VerticalVideo;720;112;4.068;4.366;4.164;4.197;0.57;0.503;0.738;0.61
VerticalVideo_720P-5f7d;VerticalVideo;720;124;3.39;3.222;3.254;3.132;0.689;0.732;0.69;0.711
VerticalVideo_720P-6580;VerticalVideo;720;121;2.979;3.057;2.901;2.697;0.618;0.659;0.592;0.613
VerticalVideo_720P-665d;VerticalVideo;720;104;4.023;4.195;4.272;4.143;0.497;0.594;0.566;0.649
VerticalVideo_720P-669d;VerticalVideo;720;152;4.176;4.351;4.366;4.416;0.639;0.513;0.556;0.465
VerticalVideo_720P-6bf7;VerticalVideo;720;127;4.261;4.23;4.158;4.149;0.544;0.603;0.582;0.568
VerticalVideo_720P-7517;VerticalVideo;720;131;4.271;4.11;4.128;3.991;0.471;0.586;0.581;0.568
VerticalVideo_720P-7859;VerticalVideo;720;107;3.603;3.108;3.265;3.522;0.593;0.692;0.532;0.556
VerticalVideo_720P-7c1d;VerticalVideo;720;130;4.502;4.451;4.579;4.507;0.461;0.559;0.417;0.51
Vlog_1080P-010b;Vlog;1080;154;4.185;3.586;4.114;4.39;0.563;0.778;0.572;0.493
Vlog_1080P-04fe;Vlog;1080;133;3.12;2.654;2.838;3.04;0.648;0.519;0.534;0.668
Vlog_1080P-1609;Vlog;1080;121;2.528;2.355;2.488;2.438;0.808;1.014;0.996;0.887
Vlog_1080P-18da;Vlog;1080;116;4.442;4.037;4.261;4.612;0.495;0.681;0.641;0.427
Vlog_1080P-19bb;Vlog;1080;119;3.076;2.828;2.982;3.177;0.817;0.719;0.721;0.796
Vlog_1080P-19cc;Vlog;1080;140;3.921;3.954;3.941;3.817;0.508;0.46;0.516;0.451
Vlog_1080P-1a53;Vlog;1080;134;4.474;4.489;4.41;4.315;0.469;0.389;0.418;0.443
Vlog_1080P-1df9;Vlog;1080;125;4.134;4.16;4.447;4.336;0.372;0.602;0.424;0.42
Vlog_1080P-1e70;Vlog;1080;132;2.442;2.626;2.695;2.057;0.953;0.766;0.787;0.831
Vlog_1080P-1f0a;Vlog;1080;118;3.872;3.829;4.139;3.967;0.627;0.588;0.645;0.741
Vlog_1080P-21f5;Vlog;1080;111;3.327;3.187;3.315;3.683;0.636;0.666;0.627;0.526
Vlog_1080P-232f;Vlog;1080;120;2.812;2.427;2.408;2.861;0.869;0.984;0.938;0.739
Vlog_1080P-2394;Vlog;1080;119;4.641;4.662;4.737;4.595;0.377;0.392;0.325;0.42
Vlog_1080P-23cb;Vlog;1080;114;3.069;3.16;3.035;2.725;0.748;0.711;0.668;0.772
Vlog_1080P-25de;Vlog;1080;139;1.914;1.742;1.76;1.8;0.709;0.611;0.608;0.71
Vlog_1080P-2600;Vlog;1080;125;3.882;3.906;3.957;3.883;0.475;0.437;0.562;0.469
Vlog_1080P-26dc;Vlog;1080;124;3.685;3.552;3.359;2.933;0.587;0.564;0.685;0.696
Vlog_1080P-290d;Vlog;1080;118;4.531;4.656;4.659;4.652;0.447;0.382;0.379;0.367
Vlog_1080P-2cda;Vlog;1080;127;4.429;4.448;4.381;4.109;0.48;0.438;0.439;0.432
Vlog_1080P-322f;Vlog;1080;109;3.558;3.337;3.76;3.724;0.586;0.699;0.561;0.476
Vlog_1080P-34cb;Vlog;1080;118;2.428;2.715;2.058;1.699;0.995;0.783;0.851;0.809
Vlog_1080P-35cd;Vlog;1080;112;3.196;3.436;3.53;3.533;0.596;0.508;0.462;0.484
Vlog_1080P-3744;Vlog;1080;117;3.948;4.186;4.398;3.499;0.574;0.404;0.448;0.624
Vlog_1080P-37cf;Vlog;1080;136;2.765;1.888;2.425;2.908;1.243;0.997;1.214;1.218
Vlog_1080P-45c9;Vlog;1080;104;2.888;2.886;2.757;2.801;0.696;0.659;0.642;0.583
Vlog_1080P-4921;Vlog;1080;121;4.031;4.053;3.722;3.664;0.546;0.667;0.548;0.468
Vlog_1080P-4a91;Vlog;1080;136;1.431;1.379;1.264;1.243;0.672;0.64;0.501;0.449
Vlog_1080P-4ba9;Vlog;1080;112;3.908;4.163;3.977;4.189;0.523;0.6;0.7;0.589
Vlog_1080P-4f26;Vlog;1080;126;3.962;3.803;3.716;3.69;0.484;0.511;0.495;0.421
Vlog_1080P-52fe;Vlog;1080;115;3.838;3.518;3.3;3.15;0.533;0.54;0.585;0.623
Vlog_1080P-58ad;Vlog;1080;116;3.747;3.485;3.529;3.274;0.618;0.713;0.528;0.732
Vlog_1080P-5904;Vlog;1080;128;4.365;4.54;4.448;4.39;0.47;0.41;0.487;0.435
Vlog_1080P-5a19;Vlog;1080;125;3.596;3.427;3.472;3.029;0.506;0.564;0.494;0.676
Vlog_1080P-5c65;Vlog;1080;122;2.998;2.882;2.731;2.818;0.639;0.535;0.502;0.644
Vlog_1080P-5f28;Vlog;1080;108;2.811;2.433;2.891;3.111;0.728;0.681;0.576;0.604
Vlog_1080P-5f50;Vlog;1080;128;4.422;4.432;4.419;4.368;0.455;0.524;0.462;0.463
Vlog_1080P-62fc;Vlog;1080;136;4.255;4.279;4.151;4.289;0.533;0.501;0.438;0.511
Vlog_1080P-634b;Vlog;1080;110;3.836;3.781;3.655;3.588;0.531;0.439;0.581;0.665
Vlog_1080P-64b6;Vlog;1080;108;4.192;4.183;4.035;3.922;0.576;0.492;0.469;0.469
Vlog_1080P-6686;Vlog;1080;137;3.926;3.936;3.205;2.998;0.701;0.528;0.651;0.661
Vlog_1080P-687a;Vlog;1080;125;3.374;3.216;3.346;3.241;0.734;0.736;0.698;0.715
Vlog_1080P-6980;Vlog;1080;132;3.344;3.458;3.366;3.719;0.745;0.766;0.637;0.477
Vlog_1080P-7062;Vlog;1080;126;3.944;4.214;4.146;4.025;0.584;0.625;0.599;0.721
Vlog_1080P-75b0;Vlog;1080;123;3.438;3.31;3.348;3.512;0.726;0.717;0.714;0.649
Vlog_1080P-7b67;Vlog;1080;122;3.139;3.242;3.193;3.131;0.63;0.526;0.689;0.655
Vlog_1080P-7e8c;Vlog;1080;115;3.042;2.421;3.43;3.244;0.662;0.944;0.568;0.665
Vlog_2160P-0289;Vlog;2160;109;4.499;4.315;4.203;4.222;0.484;0.578;0.625;0.655
Vlog_2160P-030a;Vlog;2160;131;2.448;2.345;2.595;2.437;0.9;0.924;0.761;0.684
Vlog_2160P-03a9;Vlog;2160;110;4.263;4.306;4.588;4.354;0.619;0.589;0.457;0.589
Vlog_2160P-0577;Vlog;2160;105;4.27;4.168;4.501;4.581;0.664;0.674;0.48;0.525
Vlog_2160P-059c;Vlog;2160;123;4.441;4.415;4.45;4.4;0.521;0.602;0.578;0.625
Vlog_2160P-09c9;Vlog;2160;129;2.876;1.89;4.157;4.416;1.233;0.744;0.76;0.584
Vlog_2160P-0fb2;Vlog;2160;126;4.537;4.427;4.59;4.488;0.576;0.678;0.53;0.659
Vlog_2160P-1021;Vlog;2160;129;2.938;2.812;2.872;2.934;0.815;0.66;0.685;0.651
Vlog_2160P-11c0;Vlog;2160;112;3.19;3.204;3.396;3.585;0.738;0.712;0.735;0.675
Vlog_2160P-13a1;Vlog;2160;121;3.859;3.514;3.859;4.152;0.569;0.762;0.601;0.595
